|6.6.6
gloss1db_2.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          76
node#          P(bar)         T(K)           H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     m_{CO2}        m_{CH4}        m_{H2S}        m_{H2O}        m_{FeC4H6O4}   m_{FeC2H3O2}   m_{NaCO3-}     m_{CO3-2}      m_{Al+3}       m_{AlO2-}      m_{Ca(HCO3)}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaSO4,aq}   m_{Fe+2}       m_{Fe+3}       m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgOH+}      m_{MgSO4,aq}   m_{Na+}        m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{SiO2,aq}    m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            tot_solute_m  
  164.000        16301.0        397.979        60.9907       0.455393E-001   2.59276       0.689347E-007  0.494078E-005  0.232511E-002  0.705661E-001   2.43741       0.630537E-001   33.7971       0.623246E-003   0.00000        0.00000        0.00000        55.5093       0.366072E-018  0.136587E-011  0.133695E-002  0.484002E-002  0.115209E-013  0.610788E-007  0.317651E-004  0.245629E-004  0.639260E-001  0.499195E-003  0.115759E-002  0.459580E-005  0.110748E-016  0.133813E-005  0.304282E-008  0.327040E-001  0.795911E-042  0.219101E-006   1.40107       0.320254E-013  0.100065E-010  0.125585E-053  0.586505E-001  0.676091E-006  0.468698E-008  0.126857E-004  0.101658E-002  0.112590E-002  0.336768E-005  0.423179E-005  0.150311E-009   1.25576       0.293164E-002   1.00714       0.609224E-004  0.815406E-003  0.147247E-015  0.301233E-015  0.576738E-032  0.285054E-033  0.892090E-037  0.925702E-075  0.764304E-020  0.470009E-042  0.281714E-024  0.339469E-039  0.708942E-029  0.160465E-050  0.629602E-004  0.236871E-002  0.744135E-013  0.164136E-005   1.39244        5.97456       0.308612E-006   72.3801        1.51551        3.83555     
  165.000        16401.0        398.573        60.8810       0.444704E-001   2.64548       0.674588E-007  0.521704E-005  0.245363E-002  0.739334E-001   2.47960       0.654167E-001   33.8070       0.685017E-003   0.00000        0.00000        0.00000        55.5093       0.393980E-018  0.146579E-011  0.129752E-002  0.458641E-002  0.125861E-013  0.597898E-007  0.328947E-004  0.257884E-004  0.670850E-001  0.508758E-003  0.127546E-002  0.486384E-005  0.127602E-016  0.140142E-005  0.310186E-008  0.320934E-001  0.901357E-042  0.211222E-006   1.42686       0.337737E-013  0.104082E-010  0.151523E-053  0.609871E-001  0.703335E-006  0.480285E-008  0.131801E-004  0.109313E-002  0.117341E-002  0.338502E-005  0.441011E-005  0.156226E-009   1.27155       0.292404E-002   1.03590       0.609178E-004  0.803302E-003  0.138017E-015  0.295194E-015  0.601721E-032  0.303066E-033  0.970064E-037  0.110137E-074  0.735346E-020  0.532892E-042  0.278416E-024  0.370099E-039  0.720100E-029  0.196081E-050  0.642879E-004  0.239774E-002  0.736028E-013  0.160247E-005   1.37916        5.95284       0.106700E-005   72.3300        1.54308        3.91074     
  166.000        16501.0        399.166        60.7886       0.426185E-001   2.69162       0.653868E-007  0.560662E-005  0.264418E-002  0.790077E-001   2.51091       0.676049E-001   33.8162       0.737558E-003   0.00000        0.00000        0.00000        55.5093       0.430189E-018  0.159809E-011  0.122870E-002  0.425979E-002  0.136828E-013  0.579435E-007  0.341084E-004  0.275916E-004  0.718445E-001  0.518488E-003  0.137619E-002  0.523712E-005  0.149104E-016  0.146944E-005  0.313413E-008  0.309025E-001  0.101006E-041  0.202793E-006   1.45114       0.345328E-013  0.104041E-010  0.174066E-053  0.631488E-001  0.727590E-006  0.470419E-008  0.137234E-004  0.119889E-002  0.124921E-002  0.340541E-005  0.468812E-005  0.159187E-009   1.28196       0.284911E-002   1.05934       0.605706E-004  0.790376E-003  0.127180E-015  0.276890E-015  0.595490E-032  0.302927E-033  0.982890E-037  0.119918E-074  0.687330E-020  0.556308E-042  0.264166E-024  0.367212E-039  0.693940E-029  0.215432E-050  0.656402E-004  0.242708E-002  0.705072E-013  0.150191E-005   1.36534        5.93063       0.542107E-006   72.2801        1.56995        3.97445     
  167.000        16601.0        399.760        60.6546       0.423613E-001   2.75421       0.645774E-007  0.579625E-005  0.273430E-002  0.810533E-001   2.56649       0.702255E-001   33.8274       0.825721E-003   0.00000        0.00000        0.00000        55.5093       0.455873E-018  0.168494E-011  0.122146E-002  0.411113E-002  0.149239E-013  0.572691E-007  0.352389E-004  0.284360E-004  0.737854E-001  0.528384E-003  0.154518E-002  0.542935E-005  0.168235E-016  0.153504E-005  0.322061E-008  0.308598E-001  0.115378E-041  0.196502E-006   1.47966       0.374753E-013  0.112261E-010  0.219425E-053  0.657795E-001  0.759888E-006  0.502195E-008  0.142197E-004  0.126495E-002  0.127384E-002  0.342157E-005  0.479491E-005  0.168623E-009   1.30349       0.290626E-002   1.09635       0.609590E-004  0.779760E-003  0.121291E-015  0.282705E-015  0.652263E-032  0.340802E-033  0.113990E-036  0.154535E-074  0.680524E-020  0.680310E-042  0.271733E-024  0.436914E-039  0.742015E-029  0.290420E-050  0.670164E-004  0.245673E-002  0.718244E-013  0.152242E-005   1.35292        5.90984       0.991237E-006   72.2304        1.59993        4.06624     
  168.000        16701.0        400.354        60.5379       0.413228E-001   2.81022       0.631740E-007  0.609875E-005  0.288745E-002  0.848103E-001   2.61120       0.726645E-001   33.8380       0.905547E-003   0.00000        0.00000        0.00000        55.5093       0.490150E-018  0.180488E-011  0.118481E-002  0.388891E-002  0.161983E-013  0.560393E-007  0.364544E-004  0.298654E-004  0.773322E-001  0.538450E-003  0.169892E-002  0.572665E-005  0.192516E-016  0.160550E-005  0.328039E-008  0.302386E-001  0.130434E-041  0.189635E-006   1.50668       0.394331E-013  0.116415E-010  0.263426E-053  0.682303E-001  0.789205E-006  0.512448E-008  0.147658E-004  0.136123E-002  0.132684E-002  0.344072E-005  0.500248E-005  0.175115E-009   1.31964       0.289612E-002   1.12810       0.610052E-004  0.768320E-003  0.113728E-015  0.276305E-015  0.677793E-032  0.360514E-033  0.123200E-036  0.182309E-074  0.654655E-020  0.766160E-042  0.268385E-024  0.473193E-039  0.752855E-029  0.352086E-050  0.684187E-004  0.248672E-002  0.708648E-013  0.148152E-005   1.33996        5.88855       0.446846E-006   72.1807        1.62921        4.14660     
  169.000        16801.0        400.948        60.4230       0.403708E-001   2.86532       0.618478E-007  0.642376E-005  0.304336E-002  0.886360E-001   2.65480       0.753007E-001   33.8485       0.993922E-003   0.00000        0.00000        0.00000        55.5093       0.527172E-018  0.193467E-011  0.114991E-002  0.368251E-002  0.176101E-013  0.548698E-007  0.377245E-004  0.313157E-004  0.809416E-001  0.548686E-003  0.186943E-002  0.604637E-005  0.220636E-016  0.167960E-005  0.334449E-008  0.296728E-001  0.147493E-041  0.182821E-006   1.53335       0.415570E-013  0.121022E-010  0.317250E-053  0.708761E-001  0.820543E-006  0.524834E-008  0.153264E-004  0.146129E-002  0.137929E-002  0.345727E-005  0.520708E-005  0.181917E-009   1.33521       0.288872E-002   1.15952       0.609958E-004  0.756725E-003  0.106506E-015  0.270426E-015  0.705870E-032  0.382536E-033  0.133679E-036  0.216300E-074  0.629090E-020  0.866339E-042  0.264834E-024  0.514735E-039  0.763264E-029  0.428674E-050  0.698474E-004  0.251706E-002  0.699966E-013  0.144469E-005   1.32687        5.86715       0.725580E-006   72.1310        1.65831        4.22606     
  170.000        16901.0        401.544        60.3073       0.394537E-001   2.92074       0.605644E-007  0.676346E-005  0.320593E-002  0.925690E-001   2.69848       0.780310E-001   33.8591       0.109069E-002   0.00000        0.00000        0.00000        55.5093       0.566969E-018  0.207354E-011  0.111613E-002  0.348711E-002  0.191296E-013  0.537344E-007  0.390353E-004  0.328202E-004  0.846549E-001  0.559096E-003  0.205663E-002  0.638159E-005  0.252635E-016  0.175678E-005  0.341052E-008  0.291236E-001  0.166769E-041  0.176238E-006   1.56014       0.438017E-013  0.125846E-010  0.382194E-053  0.736244E-001  0.853188E-006  0.537752E-008  0.159040E-004  0.156755E-002  0.143258E-002  0.347315E-005  0.541688E-005  0.188972E-009   1.35062       0.288174E-002   1.19144       0.609780E-004  0.745234E-003  0.997174E-016  0.264678E-015  0.735176E-032  0.405975E-033  0.145088E-036  0.256774E-074  0.604359E-020  0.979802E-042  0.261250E-024  0.560115E-039  0.773560E-029  0.521945E-050  0.713034E-004  0.254776E-002  0.691344E-013  0.140887E-005   1.31379        5.84580       0.113704E-005   72.0811        1.68768        4.30623     
  171.000        17001.0        402.141        60.1879       0.385192E-001   2.97792       0.592876E-007  0.710705E-005  0.338045E-002  0.966562E-001   2.74365       0.807225E-001   33.8701       0.119528E-002   0.00000        0.00000        0.00000        55.5093       0.609495E-018  0.222009E-011  0.108289E-002  0.329825E-002  0.207068E-013  0.526053E-007  0.403692E-004  0.344224E-004  0.885242E-001  0.569685E-003  0.225972E-002  0.672265E-005  0.288227E-016  0.183629E-005  0.347561E-008  0.285519E-001  0.188456E-041  0.170045E-006   1.58758       0.461021E-013  0.130584E-010  0.459091E-053  0.763556E-001  0.886193E-006  0.549269E-008  0.165016E-004  0.168345E-002  0.148852E-002  0.349063E-005  0.564243E-005  0.196210E-009   1.36637       0.287274E-002   1.22487       0.610037E-004  0.734099E-003  0.934289E-016  0.258646E-015  0.763911E-032  0.429516E-033  0.156865E-036  0.303230E-074  0.580879E-020  0.110354E-041  0.257777E-024  0.606938E-039  0.783995E-029  0.632527E-050  0.727882E-004  0.257885E-002  0.681842E-013  0.137097E-005   1.30091        5.82467       0.507172E-006   72.0312        1.71786        4.38906     
  172.000        17101.0        402.740        60.0671       0.376101E-001   3.03570       0.580477E-007  0.746295E-005  0.356354E-002  0.100861        2.78917       0.834799E-001   33.8812       0.130932E-002   0.00000        0.00000        0.00000        55.5093       0.655175E-018  0.237638E-011  0.105063E-002  0.311897E-002  0.223845E-013  0.515059E-007  0.417421E-004  0.360939E-004  0.925094E-001  0.580456E-003  0.248182E-002  0.707731E-005  0.328371E-016  0.191887E-005  0.354220E-008  0.279904E-001  0.212960E-041  0.164092E-006   1.61523       0.485192E-013  0.135483E-010  0.551421E-053  0.791652E-001  0.920382E-006  0.560916E-008  0.171177E-004  0.180722E-002  0.154568E-002  0.350781E-005  0.587607E-005  0.203701E-009   1.38204       0.286376E-002   1.25903       0.610316E-004  0.723114E-003  0.875374E-016  0.252697E-015  0.793572E-032  0.454277E-033  0.169535E-036  0.358007E-074  0.558285E-020  0.124232E-041  0.254324E-024  0.657438E-039  0.794452E-029  0.766018E-050  0.743034E-004  0.261035E-002  0.672277E-013  0.133362E-005   1.28808        5.80362       0.791348E-006   71.9810        1.74842        4.47300     
  173.000        17201.0        403.342        59.9451       0.367256E-001   3.09404       0.568442E-007  0.783118E-005  0.375553E-002  0.105183        2.83503       0.863017E-001   33.8924       0.143357E-002   0.00000        0.00000        0.00000        55.5093       0.704238E-018  0.254297E-011  0.101933E-002  0.294882E-002  0.241657E-013  0.504358E-007  0.431545E-004  0.378369E-004  0.966088E-001  0.591406E-003  0.272454E-002  0.744569E-005  0.373574E-016  0.200463E-005  0.361034E-008  0.274391E-001  0.240657E-041  0.158374E-006   1.64310       0.510592E-013  0.140549E-010  0.662308E-053  0.820526E-001  0.955785E-006  0.572680E-008  0.177522E-004  0.193928E-002  0.160399E-002  0.352463E-005  0.611797E-005  0.211450E-009   1.39763       0.285479E-002   1.29391       0.610619E-004  0.712283E-003  0.820209E-016  0.246835E-015  0.824208E-032  0.480326E-033  0.183166E-036  0.422608E-074  0.536567E-020  0.139793E-041  0.250905E-024  0.711908E-039  0.804967E-029  0.927091E-050  0.758495E-004  0.264227E-002  0.662662E-013  0.129686E-005   1.27531        5.78265       0.121174E-005   71.9305        1.77934        4.55804     
  174.000        17301.0        403.945        59.8173       0.357980E-001   3.15512       0.556294E-007  0.819334E-005  0.396541E-002  0.109696        2.88334       0.889765E-001   33.9042       0.156636E-002   0.00000        0.00000        0.00000        55.5093       0.756518E-018  0.271712E-011  0.988213E-003  0.278267E-002  0.259534E-013  0.493588E-007  0.445783E-004  0.397234E-004  0.100907       0.602544E-003  0.298517E-002  0.781116E-005  0.422768E-016  0.209227E-005  0.367573E-008  0.268459E-001  0.271795E-041  0.153093E-006   1.67195       0.536104E-013  0.145290E-010  0.791922E-053  0.848252E-001  0.990862E-006  0.581620E-008  0.184108E-004  0.208569E-002  0.166641E-002  0.354440E-005  0.638547E-005  0.219345E-009   1.41387       0.284239E-002   1.33109       0.611681E-004  0.701936E-003  0.769603E-016  0.240521E-015  0.852939E-032  0.505391E-033  0.196681E-036  0.494766E-074  0.516248E-020  0.156280E-041  0.247715E-024  0.765738E-039  0.815948E-029  0.111386E-049  0.774287E-004  0.267466E-002  0.651726E-013  0.125667E-005   1.26284        5.76199       0.601360E-006   71.8797        1.81142        4.64708     
  175.000        17401.0        404.552        59.6908       0.348959E-001   3.21564       0.544496E-007  0.857936E-005  0.418592E-002  0.114387        2.93068       0.917706E-001   33.9160       0.171025E-002   0.00000        0.00000        0.00000        55.5093       0.813340E-018  0.290570E-011  0.957382E-003  0.262490E-002  0.278695E-013  0.483065E-007  0.460561E-004  0.416984E-004  0.105375       0.613871E-003  0.326836E-002  0.820121E-005  0.478707E-016  0.218381E-005  0.374308E-008  0.262642E-001  0.306982E-041  0.147917E-006   1.70064       0.562664E-013  0.150134E-010  0.946904E-053  0.877246E-001  0.102754E-005  0.590633E-008  0.190887E-004  0.224170E-002  0.173040E-002  0.356265E-005  0.666175E-005  0.227377E-009   1.42949       0.282872E-002   1.36816       0.612368E-004  0.691585E-003  0.721355E-016  0.234127E-015  0.881890E-032  0.531304E-033  0.211021E-036  0.579074E-074  0.495979E-020  0.174491E-041  0.244115E-024  0.822411E-039  0.825238E-029  0.133539E-049  0.790415E-004  0.270750E-002  0.640480E-013  0.121680E-005   1.25031        5.74131       0.927135E-006   71.8284        1.84354        4.73559     
  176.000        17501.0        405.162        59.5728       0.341934E-001   3.27190       0.534361E-007  0.901778E-005  0.439200E-002  0.118933        2.97378       0.951613E-001   33.9270       0.187478E-002   0.00000        0.00000        0.00000        55.5093       0.875168E-018  0.311382E-011  0.930031E-003  0.248727E-002  0.301610E-013  0.473854E-007  0.476486E-004  0.435562E-004  0.109669       0.625391E-003  0.359197E-002  0.864201E-005  0.545833E-016  0.228223E-005  0.382404E-008  0.258293E-001  0.347577E-041  0.142532E-006   1.72780       0.594344E-013  0.156612E-010  0.114704E-052  0.911949E-001  0.106977E-005  0.607798E-008  0.197736E-004  0.239181E-002  0.178693E-002  0.357264E-005  0.690084E-005  0.236172E-009   1.44358       0.282561E-002   1.40247       0.611564E-004  0.680711E-003  0.674726E-016  0.229496E-015  0.921151E-032  0.565971E-033  0.230123E-036  0.693501E-074  0.476059E-020  0.198238E-041  0.240618E-024  0.899914E-039  0.835766E-029  0.163256E-049  0.806909E-004  0.274086E-002  0.633014E-013  0.118844E-005   1.23730        5.72014       0.136663E-005   71.7765        1.87417        4.81887     
  177.000        17601.0        405.776        59.4429       0.333618E-001   3.33382       0.523489E-007  0.942201E-005  0.463023E-002  0.123771        3.02225       0.980958E-001   33.9391       0.204644E-002   0.00000        0.00000        0.00000        55.5093       0.940448E-018  0.332624E-011  0.901870E-003  0.234702E-002  0.323031E-013  0.464104E-007  0.492130E-004  0.456699E-004  0.114279       0.637111E-003  0.393192E-002  0.905448E-005  0.615900E-016  0.238074E-005  0.389642E-008  0.252866E-001  0.393011E-041  0.137812E-006   1.75696       0.624572E-013  0.162060E-010  0.137516E-052  0.942682E-001  0.110949E-005  0.618006E-008  0.204905E-004  0.256668E-002  0.185166E-002  0.358986E-005  0.719137E-005  0.244958E-009   1.45927       0.281459E-002   1.44131       0.612495E-004  0.670728E-003  0.633151E-016  0.223736E-015  0.954389E-032  0.596316E-033  0.247512E-036  0.815009E-074  0.458091E-020  0.221958E-041  0.237600E-024  0.969925E-039  0.847359E-029  0.196394E-049  0.823783E-004  0.277476E-002  0.622600E-013  0.115175E-005   1.22492        5.69963       0.136021E-005   71.7240        1.90700        4.91015     
  178.000        17701.0        406.394        59.3198       0.326380E-001   3.39251       0.513607E-007  0.987524E-005  0.486559E-002  0.128644        3.06721       0.101456        33.9507       0.223720E-002   0.00000        0.00000        0.00000        55.5093       0.101192E-017  0.356050E-011  0.875188E-003  0.221934E-002  0.347557E-013  0.455101E-007  0.508766E-004  0.477661E-004  0.118895       0.649024E-003  0.430997E-002  0.951510E-005  0.698364E-016  0.248552E-005  0.397748E-008  0.248208E-001  0.445049E-041  0.133003E-006   1.78504       0.658301E-013  0.168461E-010  0.166003E-052  0.977552E-001  0.115344E-005  0.632667E-008  0.212202E-004  0.274281E-002  0.191305E-002  0.360135E-005  0.746477E-005  0.254167E-009   1.47357       0.280763E-002   1.47804       0.612291E-004  0.660445E-003  0.592982E-016  0.218726E-015  0.993397E-032  0.632198E-033  0.268313E-036  0.969218E-074  0.440047E-020  0.250518E-041  0.234273E-024  0.105420E-038  0.858050E-029  0.238244E-049  0.841048E-004  0.280921E-002  0.613822E-013  0.112055E-005   1.21221        5.67879       0.119167E-005   71.6708        1.93887        4.99739     
  179.000        17801.0        407.017        59.1875       0.318296E-001   3.45555       0.503302E-007  0.103028E-004  0.513067E-002  0.133772        3.11625       0.104465        33.9631       0.243761E-002   0.00000        0.00000        0.00000        55.5093       0.108789E-017  0.380235E-011  0.848157E-003  0.209193E-002  0.370934E-013  0.445801E-007  0.525305E-004  0.500974E-004  0.123787       0.661143E-003  0.470957E-002  0.995530E-005  0.785488E-016  0.259131E-005  0.405260E-008  0.242819E-001  0.503628E-041  0.128699E-006   1.81463       0.691245E-013  0.174077E-010  0.198937E-052  0.100941       0.119578E-005  0.641908E-008  0.219806E-004  0.294311E-002  0.198114E-002  0.361798E-005  0.778258E-005  0.263435E-009   1.48902       0.279485E-002   1.51842       0.613384E-004  0.650838E-003  0.556743E-016  0.212967E-015  0.102792E-031  0.664868E-033  0.287929E-036  0.113710E-073  0.423545E-020  0.279740E-041  0.231327E-024  0.113314E-038  0.869679E-029  0.285590E-049  0.858728E-004  0.284425E-002  0.602959E-013  0.108379E-005   1.19998        5.65845       0.732944E-006   71.6168        1.97247        5.09090     
  180.000        17901.0        407.645        59.0578       0.310812E-001   3.51729       0.493646E-007  0.107601E-004  0.540144E-002  0.138980        3.16372       0.107708        33.9753       0.265684E-002   0.00000        0.00000        0.00000        55.5093       0.117043E-017  0.406418E-011  0.822214E-003  0.197348E-002  0.396406E-013  0.436999E-007  0.542596E-004  0.524785E-004  0.128740       0.673467E-003  0.514764E-002  0.104263E-004  0.884786E-016  0.270228E-005  0.413309E-008  0.237832E-001  0.570587E-041  0.124459E-006   1.84381       0.726902E-013  0.180255E-010  0.239292E-052  0.104365       0.124106E-005  0.653223E-008  0.227588E-004  0.315123E-002  0.204814E-002  0.363154E-005  0.809878E-005  0.273069E-009   1.50375       0.278394E-002   1.55815       0.613997E-004  0.641196E-003  0.522400E-016  0.207630E-015  0.106610E-031  0.701308E-033  0.310126E-036  0.134218E-073  0.407460E-020  0.313547E-041  0.228332E-024  0.122289E-038  0.881242E-029  0.343666E-049  0.876855E-004  0.287993E-002  0.592902E-013  0.104990E-005   1.18763        5.63799       0.105298E-005   71.5619        2.00578        5.18302     
