|6.6.6
gloss1d1_8.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          99
node#          P(bar)         T(K)           H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     m_{CO2}        m_{H2O}        m_{FeC4H6O4}   m_{FeC2H3O2}   m_{NaCO3-}     m_{CO3-2}      m_{CO2,aq}     m_{BENZENE}    m_{ACETATE}    m_{ACETIC-A}   m_{Al+3}       m_{AlO2-}      m_{Ca(HCO3)}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaSO4,aq}   m_{CO,aq}      m_{ETHANE,A}   m_{ETHANOL,}   m_{ETHYLENE}   m_{Fe+2}       m_{Fe+3}       m_{FORMATE,}   m_{FORMIC-A}   m_{GLUTARIC}   m_{GLYCOLIC}   m_{H+}         m_{H2,aq}      m_{H2S,aq}     m_{HAlO2,aq}   m_{HCO3-}      m_{HEXANE,A}   m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{LACTIC-A}   m_{METHANE,}   m_{METHANOL}   m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgOH+}      m_{MgSO4,aq}   m_{Na+}        m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{O2,aq}      m_{OH-}        m_{PROPANE,}   m_{PROPANOA}   m_{PROPANOI}   m_{PROPANOL}   m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{SiO2,aq}    m_{SO2,aq}     m_{SO3-2}      m_{SO4-2}      m_{TOLUENE,}   pH-pH_0        pH             error_pH       permittivity   I,m            tot_solute_m  
  437.000        43601.0        950.738       0.334466       0.308180E-001  0.230653E-001  0.179636E-004  0.101543E-007  0.216476E-004  0.818268E-002  0.414211E-002  0.677434E-002  0.227697       0.190965E-004   1.22827        44.5537       0.420591E-007  0.282924E-006  0.274994E-003  0.374247E-002   2.01289       0.656900E-017  0.300845E-003  0.245120E-003  0.179738E-013  0.116628E-002   1.30443       0.139415E-002  0.214132E-002  0.164055E-001  0.176778E-002  0.232885E-003  0.658470E-007  0.208213E-004  0.158799E-009  0.132068E-005  0.103840E-012  0.755115E-001  0.361533E-002  0.101921E-015  0.242737E-009  0.798055E-004  0.109111E-003  0.260859E-002  0.174502E-002  0.127422       0.551278E-003  0.323615E-018  0.929667E-003   2.79963       0.530908E-003  0.308139E-003  0.297686E-019   1.07968       0.182038E-001  0.739509E-005  0.430646E-012  0.193181E-003  0.139727E-004  0.911930E-003  0.217973E-002  0.509836E-004  0.279580E-009  0.365623E-003  0.775736E-007  0.646726       0.986578E-002  0.910867E-002  0.532087E-002  0.822229E-021  0.262243E-001  0.415961E-010  0.285641E-003  0.283369E-007  0.107557E-009  0.105337E-008  0.208823E-008  0.159323E-015  0.453336E-016  0.171840E-017  0.306829E-034  0.107715E-009  0.520902E-019  0.955598E-011  0.104835E-016  0.714273E-012  0.399826E-021  0.144810       0.637562       0.967545E-006  0.182229E-008  0.362629E-004  0.177680E-018   1.29756        4.15250      -0.784576E-001   28.3053        3.04612        8.93960     
  438.000        43701.0        951.431       0.334744       0.309598E-001  0.232177E-001  0.180793E-004  0.101148E-007  0.219233E-004  0.826287E-002  0.413985E-002  0.682446E-002  0.228184       0.192763E-004   1.23307        44.5105       0.424753E-007  0.283920E-006  0.273895E-003  0.370902E-002   2.01421       0.646056E-017  0.299245E-003  0.243327E-003  0.179096E-013  0.116626E-002   1.31607       0.140289E-002  0.213800E-002  0.165570E-001  0.182689E-002  0.232972E-003  0.646287E-007  0.208118E-004  0.157282E-009  0.131147E-005  0.104599E-012  0.755225E-001  0.360921E-002  0.100795E-015  0.243446E-009  0.799889E-004  0.108309E-003  0.259599E-002  0.176128E-002  0.126659       0.530722E-003  0.332219E-018  0.921144E-003   2.81819       0.540958E-003  0.312971E-003  0.311848E-019   1.08668       0.183870E-001  0.749923E-005  0.429285E-012  0.189963E-003  0.138867E-004  0.916892E-003  0.221412E-002  0.508091E-004  0.278653E-009  0.368104E-003  0.786366E-007  0.645762       0.983557E-002  0.915039E-002  0.533632E-002  0.858055E-021  0.261962E-001  0.406843E-010  0.286469E-003  0.280664E-007  0.106231E-009  0.103454E-008  0.208096E-008  0.160881E-015  0.460324E-016  0.175494E-017  0.317149E-034  0.106761E-009  0.539551E-019  0.956026E-011  0.107496E-016  0.721371E-012  0.425161E-021  0.145143       0.639755       0.985072E-006  0.182003E-008  0.362099E-004  0.174187E-018   1.29701        4.15038      -0.788125E-001   28.2863        3.06380        8.97931     
  439.000        43801.0        952.119       0.335381       0.311356E-001  0.233942E-001  0.182220E-004  0.100913E-007  0.222025E-004  0.835339E-002  0.414262E-002  0.688003E-002  0.228915       0.194815E-004   1.23653        44.4695       0.429041E-007  0.285068E-006  0.273066E-003  0.367877E-002   2.01703       0.634245E-017  0.297591E-003  0.241549E-003  0.178476E-013  0.116672E-002   1.32800       0.141069E-002  0.213298E-002  0.167179E-001  0.188907E-002  0.233103E-003  0.633246E-007  0.207816E-004  0.155584E-009  0.130306E-005  0.105402E-012  0.755548E-001  0.360481E-002  0.996423E-016  0.244192E-009  0.801713E-004  0.107443E-003  0.258170E-002  0.177848E-002  0.125995       0.510588E-003  0.341104E-018  0.912122E-003   2.83680       0.551529E-003  0.318220E-003  0.327067E-019   1.09343       0.185669E-001  0.761125E-005  0.427772E-012  0.186580E-003  0.137950E-004  0.921461E-003  0.224632E-002  0.505655E-004  0.277601E-009  0.370129E-003  0.797033E-007  0.644932       0.981484E-002  0.919372E-002  0.535235E-002  0.895797E-021  0.261669E-001  0.397027E-010  0.287078E-003  0.277766E-007  0.104761E-009  0.101499E-008  0.207435E-008  0.162558E-015  0.467922E-016  0.179493E-017  0.328483E-034  0.105697E-009  0.559654E-019  0.955277E-011  0.110362E-016  0.727567E-012  0.452670E-021  0.145473       0.641979       0.100351E-005  0.181862E-008  0.361897E-004  0.170363E-018   1.29646        4.14820      -0.791945E-001   28.2704        3.08166        9.02092     
  440.000        43901.0        952.803       0.335819       0.313185E-001  0.235613E-001  0.183378E-004  0.100576E-007  0.225128E-004  0.843649E-002  0.414238E-002  0.693731E-002  0.229542       0.196891E-004   1.24573        44.4165       0.433090E-007  0.285889E-006  0.271704E-003  0.364117E-002   2.01684       0.624287E-017  0.295973E-003  0.239715E-003  0.178008E-013  0.116571E-002   1.33909       0.142020E-002  0.213183E-002  0.168478E-001  0.195183E-002  0.233088E-003  0.622262E-007  0.207819E-004  0.154190E-009  0.129386E-005  0.106271E-012  0.755282E-001  0.359715E-002  0.985379E-016  0.244836E-009  0.803654E-004  0.106688E-003  0.256977E-002  0.179356E-002  0.125147       0.491483E-003  0.349819E-018  0.903801E-003   2.85515       0.561508E-003  0.322838E-003  0.341999E-019   1.10075       0.187512E-001  0.771259E-005  0.426431E-012  0.183632E-003  0.137116E-004  0.926493E-003  0.228315E-002  0.504520E-004  0.276830E-009  0.372848E-003  0.807906E-007  0.643828       0.977729E-002  0.923653E-002  0.536634E-002  0.933688E-021  0.261287E-001  0.388934E-010  0.287982E-003  0.275178E-007  0.103549E-009  0.997363E-009  0.206642E-008  0.164015E-015  0.474606E-016  0.183048E-017  0.338748E-034  0.104817E-009  0.578840E-019  0.956226E-011  0.113022E-016  0.735205E-012  0.480630E-021  0.145785       0.643985       0.102075E-005  0.181550E-008  0.361136E-004  0.167211E-018   1.29579        4.14623      -0.795308E-001   28.2413        3.09899        9.05818     
  441.000        44001.0        953.482       0.336285       0.315346E-001  0.237287E-001  0.184730E-004  0.100394E-007  0.227676E-004  0.852276E-002  0.414429E-002  0.699142E-002  0.230217       0.199060E-004   1.25490        44.3606       0.437493E-007  0.287032E-006  0.270963E-003  0.361054E-002   2.02070       0.612175E-017  0.294258E-003  0.237950E-003  0.177805E-013  0.116573E-002   1.35054       0.142717E-002  0.212725E-002  0.169816E-001  0.201922E-002  0.233280E-003  0.609244E-007  0.207401E-004  0.152424E-009  0.128666E-005  0.107379E-012  0.755630E-001  0.359465E-002  0.973843E-016  0.245652E-009  0.805646E-004  0.105803E-003  0.255437E-002  0.181044E-002  0.124542       0.472670E-003  0.358987E-018  0.894303E-003   2.87316       0.572658E-003  0.328442E-003  0.358898E-019   1.10745       0.189218E-001  0.783255E-005  0.424879E-012  0.180291E-003  0.136175E-004  0.930423E-003  0.231304E-002  0.501842E-004  0.275740E-009  0.374347E-003  0.818685E-007  0.642986       0.976244E-002  0.928222E-002  0.538139E-002  0.974854E-021  0.260850E-001  0.379164E-010  0.288434E-003  0.272188E-007  0.102020E-009  0.978481E-009  0.206180E-008  0.165910E-015  0.483128E-016  0.187544E-017  0.351619E-034  0.103766E-009  0.601404E-019  0.955417E-011  0.116258E-016  0.741466E-012  0.512519E-021  0.146092       0.645973       0.104017E-005  0.181553E-008  0.361392E-004  0.163304E-018   1.29508        4.14423      -0.799197E-001   28.2122        3.11629        9.09944     
  442.000        44101.0        954.157       0.336675       0.316503E-001  0.238915E-001  0.185895E-004  0.999980E-008  0.230861E-004  0.860715E-002  0.414257E-002  0.704557E-002  0.230747       0.201161E-004   1.25677        44.3258       0.441519E-007  0.288001E-006  0.269703E-003  0.357555E-002   2.01998       0.601925E-017  0.292607E-003  0.236075E-003  0.176902E-013  0.116520E-002   1.36248       0.143707E-002  0.212450E-002  0.171525E-001  0.208672E-002  0.233107E-003  0.598079E-007  0.207263E-004  0.150922E-009  0.127727E-005  0.107985E-012  0.755289E-001  0.358539E-002  0.962618E-016  0.246171E-009  0.807435E-004  0.105004E-003  0.254138E-002  0.182671E-002  0.123708       0.454438E-003  0.368103E-018  0.886002E-003   2.89251       0.582822E-003  0.333156E-003  0.374920E-019   1.11483       0.191175E-001  0.793544E-005  0.423287E-012  0.177297E-003  0.135290E-004  0.935789E-003  0.235242E-002  0.500416E-004  0.274967E-009  0.377266E-003  0.829812E-007  0.642010       0.972591E-002  0.932614E-002  0.539630E-002  0.101501E-020  0.260562E-001  0.370965E-010  0.289212E-003  0.269513E-007  0.100754E-009  0.959885E-009  0.205079E-008  0.167109E-015  0.489204E-016  0.190930E-017  0.361696E-034  0.102706E-009  0.620870E-019  0.954298E-011  0.118770E-016  0.747441E-012  0.543022E-021  0.146410       0.648215       0.105748E-005  0.181063E-008  0.360250E-004  0.160083E-018   1.29453        4.14197      -0.802521E-001   28.2007        3.13464        9.13853     
  443.000        44201.0        954.827       0.337095       0.318068E-001  0.240589E-001  0.187036E-004  0.996486E-008  0.234122E-004  0.869126E-002  0.414176E-002  0.710309E-002  0.231339       0.203414E-004   1.26342        44.2794       0.445528E-007  0.288860E-006  0.268343E-003  0.353832E-002   2.01899       0.592014E-017  0.290943E-003  0.234200E-003  0.176257E-013  0.116404E-002   1.37388       0.144702E-002  0.212304E-002  0.172988E-001  0.215646E-002  0.232939E-003  0.587422E-007  0.207168E-004  0.149476E-009  0.126820E-005  0.108764E-012  0.754812E-001  0.357632E-002  0.951538E-016  0.246706E-009  0.809339E-004  0.104229E-003  0.252863E-002  0.184211E-002  0.122853       0.436955E-003  0.377252E-018  0.877667E-003   2.91143       0.593051E-003  0.337836E-003  0.391492E-019   1.12233       0.193096E-001  0.803879E-005  0.421749E-012  0.174430E-003  0.134422E-004  0.940945E-003  0.239188E-002  0.499223E-004  0.274246E-009  0.380114E-003  0.841024E-007  0.640950       0.968783E-002  0.937108E-002  0.541024E-002  0.105654E-020  0.260177E-001  0.363188E-010  0.290009E-003  0.266884E-007  0.995310E-010  0.942155E-009  0.204065E-008  0.168366E-015  0.495470E-016  0.194413E-017  0.372095E-034  0.101717E-009  0.641081E-019  0.953807E-011  0.121391E-016  0.754002E-012  0.575451E-021  0.146713       0.650270       0.107486E-005  0.180609E-008  0.359206E-004  0.156988E-018   1.29386        4.13988      -0.805810E-001   28.1780        3.15250        9.17614     
  444.000        44301.0        955.493       0.337722       0.320320E-001  0.242403E-001  0.188437E-004  0.995105E-008  0.237013E-004  0.878230E-002  0.414529E-002  0.716261E-002  0.232122       0.205922E-004   1.27274        44.2239       0.449822E-007  0.289942E-006  0.267461E-003  0.350604E-002   2.02157       0.580443E-017  0.289185E-003  0.232383E-003  0.176022E-013  0.116353E-002   1.38530       0.145465E-002  0.211937E-002  0.174340E-001  0.223093E-002  0.232978E-003  0.575252E-007  0.206726E-004  0.147742E-009  0.126107E-005  0.109870E-012  0.754831E-001  0.357203E-002  0.940051E-016  0.247407E-009  0.811359E-004  0.103355E-003  0.251306E-002  0.185871E-002  0.122197       0.419898E-003  0.386781E-018  0.868315E-003   2.92970       0.604365E-003  0.343398E-003  0.410087E-019   1.12928       0.194850E-001  0.815879E-005  0.420056E-012  0.171280E-003  0.133471E-004  0.945031E-003  0.242469E-002  0.496850E-004  0.273272E-009  0.381826E-003  0.852179E-007  0.640061       0.966840E-002  0.941828E-002  0.542436E-002  0.110150E-020  0.259694E-001  0.354173E-010  0.290415E-003  0.263925E-007  0.980555E-010  0.923877E-009  0.203420E-008  0.170079E-015  0.503595E-016  0.198840E-017  0.385164E-034  0.100637E-009  0.664840E-019  0.952319E-011  0.124623E-016  0.759786E-012  0.612390E-021  0.147004       0.652209       0.109430E-005  0.180475E-008  0.359148E-004  0.153316E-018   1.29311        4.13787      -0.809626E-001   28.1490        3.16998        9.21641     
  445.000        44401.0        956.155       0.338019       0.322090E-001  0.244004E-001  0.189546E-004  0.992015E-008  0.240070E-004  0.886381E-002  0.414382E-002  0.721821E-002  0.232663       0.208309E-004   1.28217        44.1699       0.453906E-007  0.290839E-006  0.266234E-003  0.346977E-002   2.02161       0.570098E-017  0.287459E-003  0.230517E-003  0.175626E-013  0.116225E-002   1.39652       0.146383E-002  0.211764E-002  0.175677E-001  0.230662E-002  0.232846E-003  0.564387E-007  0.206478E-004  0.146197E-009  0.125297E-005  0.110849E-012  0.754407E-001  0.356449E-002  0.928865E-016  0.247978E-009  0.813359E-004  0.102548E-003  0.249906E-002  0.187426E-002  0.121408       0.403529E-003  0.396257E-018  0.859575E-003   2.94828       0.615172E-003  0.348446E-003  0.428464E-019   1.13667       0.196704E-001  0.826989E-005  0.418413E-012  0.168397E-003  0.132566E-004  0.949689E-003  0.246238E-002  0.495303E-004  0.272496E-009  0.384221E-003  0.863550E-007  0.639032       0.963654E-002  0.946516E-002  0.543771E-002  0.114663E-020  0.259215E-001  0.346246E-010  0.291023E-003  0.261176E-007  0.967521E-010  0.906415E-009  0.202533E-008  0.171488E-015  0.510599E-016  0.202749E-017  0.396932E-034  0.996206E-010  0.687387E-019  0.951325E-011  0.127553E-016  0.766012E-012  0.649737E-021  0.147290       0.654131       0.111264E-005  0.180124E-008  0.358460E-004  0.150088E-018   1.29235        4.13587      -0.813151E-001   28.1200        3.18758        9.25436     
  446.000        44501.0        956.813       0.338582       0.323113E-001  0.245779E-001  0.190781E-004  0.988361E-008  0.243662E-004  0.895436E-002  0.414366E-002  0.727731E-002  0.233286       0.210802E-004   1.28137        44.1423       0.457858E-007  0.291821E-006  0.264919E-003  0.343440E-002   2.01957       0.560192E-017  0.285761E-003  0.228596E-003  0.174488E-013  0.116136E-002   1.40879       0.147450E-002  0.211476E-002  0.177585E-001  0.238406E-002  0.232467E-003  0.553900E-007  0.206257E-004  0.144676E-009  0.124357E-005  0.111314E-012  0.753735E-001  0.355316E-002  0.917730E-016  0.248350E-009  0.815095E-004  0.101740E-003  0.248540E-002  0.189075E-002  0.120546       0.387467E-003  0.405929E-018  0.851358E-003   2.96834       0.625570E-003  0.353154E-003  0.446668E-019   1.14434       0.198775E-001  0.837392E-005  0.416613E-012  0.165562E-003  0.131654E-004  0.955268E-003  0.250596E-002  0.493909E-004  0.271813E-009  0.387393E-003  0.875151E-007  0.638076       0.959768E-002  0.951180E-002  0.545243E-002  0.119169E-020  0.258914E-001  0.338661E-010  0.291702E-003  0.258503E-007  0.955100E-010  0.888043E-009  0.201139E-008  0.172379E-015  0.515919E-016  0.205931E-017  0.406848E-034  0.984528E-010  0.707873E-019  0.948548E-011  0.129939E-016  0.770653E-012  0.686486E-021  0.147595       0.656421       0.112994E-005  0.179428E-008  0.356882E-004  0.147035E-018   1.29179        4.13348      -0.816364E-001   28.1154        3.20657        9.29348     
  447.000        44601.0        957.467       0.338867       0.325109E-001  0.247361E-001  0.192030E-004  0.986502E-008  0.246276E-004  0.903796E-002  0.414336E-002  0.732975E-002  0.233843       0.213384E-004   1.29079        44.0861       0.462209E-007  0.292982E-006  0.264155E-003  0.340342E-002   2.02266       0.548392E-017  0.283938E-003  0.226770E-003  0.174323E-013  0.116081E-002   1.42032       0.148167E-002  0.211051E-002  0.178967E-001  0.246756E-002  0.232462E-003  0.541763E-007  0.205638E-004  0.142843E-009  0.123724E-005  0.112515E-012  0.753721E-001  0.354939E-002  0.906161E-016  0.249023E-009  0.817157E-004  0.100831E-003  0.246846E-002  0.190785E-002  0.119941       0.371982E-003  0.415973E-018  0.841729E-003   2.98670       0.637525E-003  0.359094E-003  0.467828E-019   1.15124       0.200515E-001  0.850173E-005  0.414735E-012  0.162440E-003  0.130659E-004  0.959055E-003  0.253845E-002  0.491207E-004  0.270815E-009  0.388801E-003  0.886602E-007  0.637240       0.958300E-002  0.956132E-002  0.546614E-002  0.124174E-020  0.258372E-001  0.329727E-010  0.291893E-003  0.255440E-007  0.939736E-010  0.869933E-009  0.200471E-008  0.174108E-015  0.524441E-016  0.210692E-017  0.421233E-034  0.972948E-010  0.734257E-019  0.945825E-011  0.133407E-016  0.775427E-012  0.730521E-021  0.147872       0.658313       0.115030E-005  0.179299E-008  0.356952E-004  0.143321E-018   1.29099        4.13145      -0.820338E-001   28.0864        3.22418        9.33447     
  448.000        44701.0        958.117       0.339449       0.327067E-001  0.249199E-001  0.193237E-004  0.984061E-008  0.249848E-004  0.912735E-002  0.414502E-002  0.739421E-002  0.234576       0.216222E-004   1.30037        44.0326       0.466184E-007  0.293795E-006  0.262763E-003  0.336529E-002   2.02111       0.538773E-017  0.282198E-003  0.224869E-003  0.173849E-013  0.115890E-002   1.43147       0.149178E-002  0.210981E-002  0.180315E-001  0.255100E-002  0.232168E-003  0.531854E-007  0.205418E-004  0.141370E-009  0.122899E-005  0.113454E-012  0.752941E-001  0.353980E-002  0.895212E-016  0.249479E-009  0.819174E-004  0.100049E-003  0.245469E-002  0.192288E-002  0.119091       0.357251E-003  0.425769E-018  0.833252E-003   3.00563       0.648357E-003  0.363977E-003  0.487790E-019   1.15899       0.202448E-001  0.861114E-005  0.413018E-012  0.159771E-003  0.129762E-004  0.963943E-003  0.258008E-002  0.490029E-004  0.270166E-009  0.391521E-003  0.898356E-007  0.636162       0.954560E-002  0.961007E-002  0.547882E-002  0.129061E-020  0.257858E-001  0.322619E-010  0.292517E-003  0.252782E-007  0.927555E-010  0.853207E-009  0.199386E-008  0.175279E-015  0.530773E-016  0.214381E-017  0.432694E-034  0.962695E-010  0.757487E-019  0.944322E-011  0.136231E-016  0.781267E-012  0.773244E-021  0.148143       0.660189       0.116835E-005  0.178788E-008  0.355875E-004  0.140379E-018   1.29018        4.12943      -0.823599E-001   28.0574        3.24202        9.37128     
  449.000        44801.0        958.763       0.339825       0.328165E-001  0.250832E-001  0.194534E-004  0.981305E-008  0.252855E-004  0.921609E-002  0.414394E-002  0.744621E-002  0.235097       0.218915E-004   1.29949        44.0028       0.470427E-007  0.295078E-006  0.261953E-003  0.333567E-002   2.02235       0.527374E-017  0.280382E-003  0.222991E-003  0.172964E-013  0.115876E-002   1.44414       0.150026E-002  0.210411E-002  0.182299E-001  0.263984E-002  0.231908E-003  0.520125E-007  0.204765E-004  0.139533E-009  0.122162E-005  0.114162E-012  0.752679E-001  0.353250E-002  0.883688E-016  0.249947E-009  0.820978E-004  0.991292E-004  0.243766E-002  0.194120E-002  0.118433       0.342577E-003  0.436208E-018  0.824059E-003   3.02550       0.660139E-003  0.369726E-003  0.509780E-019   1.16613       0.204401E-001  0.873473E-005  0.410927E-012  0.156710E-003  0.128745E-004  0.968553E-003  0.261836E-002  0.487351E-004  0.269248E-009  0.393595E-003  0.910144E-007  0.635408       0.952560E-002  0.965990E-002  0.549372E-002  0.134249E-020  0.257475E-001  0.314073E-010  0.292700E-003  0.249765E-007  0.912632E-010  0.834329E-009  0.198212E-008  0.176490E-015  0.537725E-016  0.218521E-017  0.445648E-034  0.949414E-010  0.782690E-019  0.939396E-011  0.139220E-016  0.784028E-012  0.819442E-021  0.148435       0.662443       0.118802E-005  0.178319E-008  0.355105E-004  0.136839E-018   1.28957        4.12699      -0.827311E-001   28.0532        3.26107        9.41379     
  450.000        44901.0        959.406       0.340181       0.329948E-001  0.252514E-001  0.195638E-004  0.978520E-008  0.256257E-004  0.930039E-002  0.414306E-002  0.750584E-002  0.235680       0.221823E-004   1.30911        43.9488       0.474411E-007  0.295930E-006  0.260639E-003  0.329855E-002   2.02115       0.517607E-017  0.278602E-003  0.221088E-003  0.172538E-013  0.115685E-002   1.45537       0.151009E-002  0.210304E-002  0.183669E-001  0.272994E-002  0.231590E-003  0.510206E-007  0.204430E-004  0.137999E-009  0.121386E-005  0.115157E-012  0.751881E-001  0.352328E-002  0.872687E-016  0.250381E-009  0.823019E-004  0.983253E-004  0.242307E-002  0.195656E-002  0.117617       0.328815E-003  0.446342E-018  0.815429E-003   3.04448       0.671379E-003  0.374843E-003  0.531509E-019   1.17385       0.206324E-001  0.884901E-005  0.409089E-012  0.154053E-003  0.127821E-004  0.973259E-003  0.266003E-002  0.485961E-004  0.268581E-009  0.396130E-003  0.922123E-007  0.634363       0.949126E-002  0.971007E-002  0.550610E-002  0.139488E-020  0.256925E-001  0.306981E-010  0.293183E-003  0.247041E-007  0.900050E-010  0.817792E-009  0.197126E-008  0.177668E-015  0.544281E-016  0.222404E-017  0.457866E-034  0.938763E-010  0.807602E-019  0.937182E-011  0.142183E-016  0.789260E-012  0.867415E-021  0.148697       0.664291       0.120664E-005  0.177818E-008  0.354121E-004  0.133864E-018   1.28873        4.12496      -0.830694E-001   28.0242        3.27899        9.45107     
  451.000        45001.0        960.044       0.340725       0.331977E-001  0.254336E-001  0.196888E-004  0.976615E-008  0.259713E-004  0.939059E-002  0.414477E-002  0.756918E-002  0.236400       0.224973E-004   1.31879        43.8943       0.478452E-007  0.296847E-006  0.259435E-003  0.326275E-002   2.02065       0.507551E-017  0.276792E-003  0.219194E-003  0.172174E-013  0.115508E-002   1.46667       0.151945E-002  0.210137E-002  0.185050E-001  0.282392E-002  0.231290E-003  0.500063E-007  0.203992E-004  0.136395E-009  0.120658E-005  0.116218E-012  0.751157E-001  0.351491E-002  0.861615E-016  0.250830E-009  0.825080E-004  0.974968E-004  0.240770E-002  0.197232E-002  0.116847       0.315492E-003  0.456692E-018  0.806596E-003   3.06342       0.682978E-003  0.380211E-003  0.554422E-019   1.18147       0.208222E-001  0.896819E-005  0.407175E-012  0.151358E-003  0.126873E-004  0.977737E-003  0.270065E-002  0.484291E-004  0.267867E-009  0.398414E-003  0.934187E-007  0.633362       0.946107E-002  0.976113E-002  0.551843E-002  0.144947E-020  0.256350E-001  0.299722E-010  0.293543E-003  0.244242E-007  0.886943E-010  0.801208E-009  0.196083E-008  0.178912E-015  0.551214E-016  0.226523E-017  0.470878E-034  0.927747E-010  0.833880E-019  0.934433E-011  0.145302E-016  0.794025E-012  0.918741E-021  0.148954       0.666123       0.122585E-005  0.177362E-008  0.353310E-004  0.130798E-018   1.28788        4.12292      -0.834206E-001   27.9953        3.29693        9.48907     
  452.000        45101.0        960.680       0.341074       0.332839E-001  0.255986E-001  0.198042E-004  0.973005E-008  0.263266E-004  0.947806E-002  0.414237E-002  0.762468E-002  0.236885       0.227949E-004   1.31795        43.8663       0.482425E-007  0.297914E-006  0.258255E-003  0.322895E-002   2.01884       0.497601E-017  0.274995E-003  0.217266E-003  0.171088E-013  0.115394E-002   1.47916       0.152983E-002  0.209772E-002  0.187057E-001  0.292071E-002  0.230791E-003  0.489951E-007  0.203511E-004  0.134759E-009  0.119826E-005  0.116757E-012  0.750307E-001  0.350374E-002  0.850532E-016  0.251113E-009  0.826860E-004  0.966482E-004  0.239214E-002  0.198951E-002  0.116047       0.302424E-003  0.467332E-018  0.798086E-003   3.08380       0.694344E-003  0.385410E-003  0.577464E-019   1.18919       0.210320E-001  0.908311E-005  0.405081E-012  0.148643E-003  0.125902E-004  0.982968E-003  0.274613E-002  0.482468E-004  0.267183E-009  0.401271E-003  0.946465E-007  0.632471       0.942796E-002  0.981216E-002  0.553242E-002  0.150441E-020  0.255949E-001  0.292519E-010  0.293893E-003  0.241458E-007  0.873940E-010  0.783609E-009  0.194600E-008  0.179692E-015  0.556667E-016  0.230012E-017  0.482228E-034  0.915050E-010  0.858286E-019  0.929612E-011  0.147908E-016  0.796831E-012  0.969805E-021  0.149233       0.668343       0.124436E-005  0.176615E-008  0.351781E-004  0.127787E-018   1.28724        4.12048      -0.837551E-001   27.9913        3.31628        9.52908     
  453.000        45201.0        961.311       0.341428       0.334715E-001  0.257675E-001  0.199200E-004  0.970813E-008  0.266592E-004  0.956392E-002  0.414190E-002  0.768400E-002  0.237478       0.231215E-004   1.32767        43.8114       0.486489E-007  0.298868E-006  0.257106E-003  0.319387E-002   2.01855       0.487536E-017  0.273156E-003  0.215376E-003  0.170751E-013  0.115211E-002   1.49053       0.153899E-002  0.209573E-002  0.188458E-001  0.302199E-002  0.230464E-003  0.479910E-007  0.202981E-004  0.133117E-009  0.119137E-005  0.117862E-012  0.749545E-001  0.349559E-002  0.839494E-016  0.251541E-009  0.828943E-004  0.958057E-004  0.237613E-002  0.200552E-002  0.115303       0.290016E-003  0.478015E-018  0.789155E-003   3.10279       0.706319E-003  0.390982E-003  0.602263E-019   1.19680       0.212215E-001  0.920657E-005  0.403076E-012  0.145982E-003  0.124936E-004  0.987296E-003  0.278704E-002  0.480628E-004  0.266460E-009  0.403407E-003  0.958754E-007  0.631490       0.940008E-002  0.986460E-002  0.554444E-002  0.156273E-020  0.255341E-001  0.285368E-010  0.294135E-003  0.238624E-007  0.860635E-010  0.767269E-009  0.193540E-008  0.180919E-015  0.563734E-016  0.234287E-017  0.495910E-034  0.903707E-010  0.886201E-019  0.926186E-011  0.151139E-016  0.800965E-012  0.102703E-020  0.149481       0.670148       0.126407E-005  0.176153E-008  0.351016E-004  0.124735E-018   1.28636        4.11844      -0.841178E-001   27.9624        3.33429        9.56742     
