|6.6.6
gloss1d1_8.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          99
node#          P(bar)         T(K)           H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     m_{CO2}        m_{H2O}        m_{FeC4H6O4}   m_{FeC2H3O2}   m_{NaCO3-}     m_{CO3-2}      m_{CO2,aq}     m_{BENZENE}    m_{ACETATE}    m_{ACETIC-A}   m_{Al+3}       m_{AlO2-}      m_{Ca(HCO3)}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaSO4,aq}   m_{CO,aq}      m_{ETHANE,A}   m_{ETHANOL,}   m_{ETHYLENE}   m_{Fe+2}       m_{Fe+3}       m_{FORMATE,}   m_{FORMIC-A}   m_{GLUTARIC}   m_{GLYCOLIC}   m_{H+}         m_{H2,aq}      m_{H2S,aq}     m_{HAlO2,aq}   m_{HCO3-}      m_{HEXANE,A}   m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{LACTIC-A}   m_{METHANE,}   m_{METHANOL}   m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgOH+}      m_{MgSO4,aq}   m_{Na+}        m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{O2,aq}      m_{OH-}        m_{PROPANE,}   m_{PROPANOA}   m_{PROPANOI}   m_{PROPANOL}   m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{SiO2,aq}    m_{SO2,aq}     m_{SO3-2}      m_{SO4-2}      m_{TOLUENE,}   pH-pH_0        pH             error_pH       permittivity   I,m            tot_solute_m  
  454.000        45301.0        961.940       0.341903       0.336774E-001  0.259459E-001  0.200464E-004  0.969327E-008  0.269921E-004  0.965401E-002  0.414322E-002  0.774568E-002  0.238162       0.234701E-004   1.33745        43.7558       0.490661E-007  0.299906E-006  0.256064E-003  0.316005E-002   2.01893       0.477283E-017  0.271300E-003  0.213502E-003  0.170467E-013  0.115041E-002   1.50198       0.154769E-002  0.209317E-002  0.189869E-001  0.312756E-002  0.230155E-003  0.469734E-007  0.202364E-004  0.131422E-009  0.118498E-005  0.119038E-012  0.748866E-001  0.348830E-002  0.828474E-016  0.251993E-009  0.831052E-004  0.949437E-004  0.235941E-002  0.202192E-002  0.114603       0.278028E-003  0.488930E-018  0.780047E-003   3.12178       0.718665E-003  0.396810E-003  0.628408E-019   1.20433       0.214089E-001  0.933506E-005  0.401024E-012  0.143299E-003  0.123952E-004  0.991402E-003  0.282683E-002  0.478521E-004  0.265689E-009  0.405294E-003  0.971102E-007  0.630554       0.937630E-002  0.991809E-002  0.555652E-002  0.162351E-020  0.254714E-001  0.278124E-010  0.294274E-003  0.235743E-007  0.846955E-010  0.750913E-009  0.192514E-008  0.182207E-015  0.571169E-016  0.238804E-017  0.510447E-034  0.892016E-010  0.915581E-019  0.922199E-011  0.154526E-016  0.804564E-012  0.108815E-020  0.149725       0.671936       0.128437E-005  0.175733E-008  0.350411E-004  0.121629E-018   1.28545        4.11638      -0.844798E-001   27.9334        3.35234        9.60651     
  455.000        45401.0        962.565       0.342351       0.337729E-001  0.261200E-001  0.201681E-004  0.966175E-008  0.273675E-004  0.974535E-002  0.414203E-002  0.780428E-002  0.238718       0.238114E-004   1.33660        43.7279       0.494594E-007  0.300978E-006  0.254895E-003  0.312658E-002   2.01689       0.467570E-017  0.269470E-003  0.211571E-003  0.169387E-013  0.114906E-002   1.51456       0.155816E-002  0.208946E-002  0.191925E-001  0.323544E-002  0.229585E-003  0.460009E-007  0.201796E-004  0.129775E-009  0.117698E-005  0.119592E-012  0.747880E-001  0.347678E-002  0.817497E-016  0.252215E-009  0.832847E-004  0.940902E-004  0.234334E-002  0.203930E-002  0.113813       0.266323E-003  0.500035E-018  0.771550E-003   3.14234       0.730430E-003  0.402170E-003  0.654048E-019   1.21214       0.216213E-001  0.945391E-005  0.398813E-012  0.140683E-003  0.122966E-004  0.996565E-003  0.287409E-002  0.476635E-004  0.265032E-009  0.408109E-003  0.983764E-007  0.629671       0.934392E-002  0.997102E-002  0.557001E-002  0.168371E-020  0.254270E-001  0.271268E-010  0.294502E-003  0.232953E-007  0.834026E-010  0.733935E-009  0.190973E-008  0.182893E-015  0.576507E-016  0.242355E-017  0.522256E-034  0.879136E-010  0.941797E-019  0.916643E-011  0.157186E-016  0.806617E-012  0.114774E-020  0.149991       0.674125       0.130331E-005  0.174939E-008  0.348825E-004  0.118723E-018   1.28477        4.11391      -0.848144E-001   27.9298        3.37187        9.64663     
  456.000        45501.0        963.186       0.342717       0.339510E-001  0.262931E-001  0.202770E-004  0.963635E-008  0.277417E-004  0.983160E-002  0.414121E-002  0.786704E-002  0.239313       0.241759E-004   1.34649        43.6737       0.498468E-007  0.301796E-006  0.253541E-003  0.308952E-002   2.01473       0.458426E-017  0.267636E-003  0.209656E-003  0.168950E-013  0.114658E-002   1.52581       0.156852E-002  0.208875E-002  0.193332E-001  0.334683E-002  0.229094E-003  0.451012E-007  0.201339E-004  0.128247E-009  0.116968E-005  0.120625E-012  0.746730E-001  0.346629E-002  0.806785E-016  0.252513E-009  0.834932E-004  0.932886E-004  0.232807E-002  0.205462E-002  0.112994       0.255284E-003  0.511000E-018  0.763053E-003   3.16170       0.742307E-003  0.407461E-003  0.680611E-019   1.22017       0.218202E-001  0.957373E-005  0.396771E-012  0.138253E-003  0.122023E-004  0.100123E-002  0.292013E-002  0.475284E-004  0.264454E-009  0.410696E-003  0.996510E-007  0.628620       0.930876E-002  0.100250E-001  0.558132E-002  0.174623E-020  0.253636E-001  0.264980E-010  0.294803E-003  0.230259E-007  0.821868E-010  0.718590E-009  0.189727E-008  0.183840E-015  0.582662E-016  0.246271E-017  0.535136E-034  0.868138E-010  0.970062E-019  0.913105E-011  0.160223E-016  0.810611E-012  0.121241E-020  0.150227       0.675887       0.132247E-005  0.174308E-008  0.347615E-004  0.116009E-018   1.28385        4.11186      -0.851494E-001   27.9008        3.39012        9.68352     
  457.000        45601.0        963.805       0.343190       0.341701E-001  0.264720E-001  0.204116E-004  0.962918E-008  0.280583E-004  0.992380E-002  0.414302E-002  0.792775E-002  0.240011       0.245689E-004   1.35636        43.6168       0.502796E-007  0.302991E-006  0.252707E-003  0.305833E-002   2.01647       0.447880E-017  0.265725E-003  0.207811E-003  0.168793E-013  0.114510E-002   1.53747       0.157622E-002  0.208502E-002  0.194776E-001  0.346579E-002  0.228810E-003  0.440672E-007  0.200502E-004  0.126439E-009  0.116437E-005  0.121961E-012  0.746168E-001  0.346063E-002  0.795757E-016  0.252985E-009  0.837100E-004  0.923845E-004  0.230977E-002  0.207195E-002  0.112384       0.244519E-003  0.522552E-018  0.753610E-003   3.18063       0.755589E-003  0.413905E-003  0.710695E-019   1.22747       0.220018E-001  0.971397E-005  0.394561E-012  0.135553E-003  0.120996E-004  0.100486E-002  0.295797E-002  0.472633E-004  0.263599E-009  0.412043E-003  0.100915E-006  0.627758       0.929307E-002  0.100806E-001  0.559300E-002  0.181422E-020  0.252953E-001  0.257654E-010  0.294666E-003  0.227265E-007  0.807422E-010  0.702461E-009  0.188764E-008  0.185236E-015  0.590887E-016  0.251352E-017  0.551766E-034  0.855783E-010  0.100340E-018  0.907836E-011  0.163982E-016  0.812921E-012  0.128571E-020  0.150459       0.677635       0.134422E-005  0.173963E-008  0.347330E-004  0.112829E-018   1.28290        4.10978      -0.855355E-001   27.8717        3.40823        9.72405     
  458.000        45701.0        964.420       0.343312       0.342196E-001  0.266239E-001  0.205057E-004  0.958358E-008  0.284517E-004  0.100056E-001  0.413727E-002  0.798192E-002  0.240329       0.249252E-004   1.35553        43.5900       0.506512E-007  0.303910E-006  0.251318E-003  0.302263E-002   2.01245       0.439117E-017  0.263903E-003  0.205858E-003  0.167578E-013  0.114308E-002   1.54995       0.158798E-002  0.208250E-002  0.196865E-001  0.358435E-002  0.228073E-003  0.432005E-007  0.200020E-004  0.124917E-009  0.115581E-005  0.122390E-012  0.744773E-001  0.344665E-002  0.785132E-016  0.253070E-009  0.838873E-004  0.915756E-004  0.229458E-002  0.208863E-002  0.111514       0.234131E-003  0.533929E-018  0.745571E-003   3.20158       0.767175E-003  0.418925E-003  0.737969E-019   1.23572       0.222254E-001  0.982814E-005  0.392324E-012  0.133172E-003  0.120037E-004  0.101039E-002  0.301101E-002  0.471236E-004  0.263091E-009  0.415362E-003  0.102230E-006  0.626789       0.925290E-002  0.101350E-001  0.560581E-002  0.187846E-020  0.252485E-001  0.251662E-010  0.294963E-003  0.224626E-007  0.795698E-010  0.686534E-009  0.187031E-008  0.185605E-015  0.595124E-016  0.254432E-017  0.562357E-034  0.843333E-010  0.102943E-018  0.902224E-011  0.166364E-016  0.814826E-012  0.135251E-020  0.150712       0.679793       0.136245E-005  0.172986E-008  0.345259E-004  0.110264E-018   1.28220        4.10731      -0.858510E-001   27.8684        3.42801        9.76267     
  459.000        45801.0        965.032       0.343761       0.344226E-001  0.268036E-001  0.206299E-004  0.956970E-008  0.288090E-004  0.100966E-001  0.413816E-002  0.804508E-002  0.241000       0.253435E-004   1.36550        43.5342       0.510586E-007  0.304922E-006  0.250236E-003  0.298894E-002   2.01212       0.429512E-017  0.262011E-003  0.203983E-003  0.167295E-013  0.114095E-002   1.56144       0.159705E-002  0.208025E-002  0.198309E-001  0.371035E-002  0.227637E-003  0.422659E-007  0.199306E-004  0.123248E-009  0.114978E-005  0.123610E-012  0.743819E-001  0.343838E-002  0.774385E-016  0.253411E-009  0.841020E-004  0.907215E-004  0.227745E-002  0.210509E-002  0.110810       0.224225E-003  0.545579E-018  0.736646E-003   3.22083       0.780127E-003  0.424949E-003  0.768865E-019   1.24344       0.224167E-001  0.996180E-005  0.390115E-012  0.130687E-003  0.119044E-004  0.101447E-002  0.305423E-002  0.469189E-004  0.262393E-009  0.417273E-003  0.103532E-006  0.625838       0.922814E-002  0.101913E-001  0.561686E-002  0.194879E-020  0.251793E-001  0.245140E-010  0.294946E-003  0.221789E-007  0.782519E-010  0.671322E-009  0.185891E-008  0.186714E-015  0.602286E-016  0.259026E-017  0.577665E-034  0.831580E-010  0.106213E-018  0.897292E-011  0.169843E-016  0.817401E-012  0.143073E-020  0.150936       0.681515       0.138332E-005  0.172468E-008  0.344481E-004  0.107415E-018   1.28123        4.10523      -0.862161E-001   27.8393        3.44630        9.80143     
  460.000        45901.0        965.641       0.344181       0.346178E-001  0.269822E-001  0.207488E-004  0.955272E-008  0.291816E-004  0.101865E-001  0.413843E-002  0.810890E-002  0.241647       0.257745E-004   1.37556        43.4788       0.514567E-007  0.305864E-006  0.249058E-003  0.295433E-002   2.01097       0.420295E-017  0.260126E-003  0.202099E-003  0.166961E-013  0.113856E-002   1.57286       0.160664E-002  0.207854E-002  0.199748E-001  0.384023E-002  0.227139E-003  0.413725E-007  0.198638E-004  0.121634E-009  0.114347E-005  0.124788E-012  0.742707E-001  0.342912E-002  0.763779E-016  0.253700E-009  0.843162E-004  0.898873E-004  0.226077E-002  0.212120E-002  0.110070       0.214720E-003  0.557297E-018  0.727926E-003   3.24020       0.792979E-003  0.430818E-003  0.800329E-019   1.25134       0.226121E-001  0.100933E-004  0.387908E-012  0.128292E-003  0.118065E-004  0.101870E-002  0.309967E-002  0.467365E-004  0.261758E-009  0.419397E-003  0.104852E-006  0.624850       0.919996E-002  0.102480E-001  0.562763E-002  0.202054E-020  0.251095E-001  0.238948E-010  0.294972E-003  0.219019E-007  0.769855E-010  0.656494E-009  0.184678E-008  0.187707E-015  0.609030E-016  0.263436E-017  0.592500E-034  0.820048E-010  0.109477E-018  0.892445E-011  0.173221E-016  0.820034E-012  0.151194E-020  0.151155       0.683223       0.140388E-005  0.171879E-008  0.343509E-004  0.104703E-018   1.28025        4.10316      -0.865754E-001   27.8101        3.46465        9.83950     
  461.000        46001.0        966.248       0.344563       0.346935E-001  0.271558E-001  0.208592E-004  0.951613E-008  0.296100E-004  0.102770E-001  0.413581E-002  0.816995E-002  0.242149       0.261955E-004   1.37471        43.4520       0.518253E-007  0.306793E-006  0.247696E-003  0.291930E-002   2.00685       0.411775E-017  0.258284E-003  0.200160E-003  0.165752E-013  0.113639E-002   1.58542       0.161847E-002  0.207585E-002  0.201886E-001  0.397238E-002  0.226349E-003  0.405391E-007  0.198077E-004  0.120107E-009  0.113522E-005  0.125229E-012  0.741208E-001  0.341501E-002  0.753328E-016  0.253736E-009  0.844948E-004  0.890764E-004  0.224516E-002  0.213810E-002  0.109218       0.205472E-003  0.569150E-018  0.719925E-003   3.26132       0.804974E-003  0.436003E-003  0.830569E-019   1.25967       0.228385E-001  0.102116E-004  0.385585E-012  0.125998E-003  0.117098E-004  0.102415E-002  0.315467E-002  0.465871E-004  0.261265E-009  0.422661E-003  0.106207E-006  0.623888       0.916097E-002  0.103043E-001  0.564000E-002  0.209072E-020  0.250590E-001  0.233246E-010  0.295153E-003  0.216390E-007  0.758235E-010  0.641214E-009  0.182915E-008  0.187989E-015  0.613140E-016  0.266563E-017  0.603441E-034  0.807542E-010  0.112265E-018  0.886209E-011  0.175640E-016  0.821208E-012  0.158949E-020  0.151397       0.685352       0.142254E-005  0.170871E-008  0.341415E-004  0.102236E-018   1.27951        4.10067      -0.868882E-001   27.8071        3.48461        9.87837     
  462.000        46101.0        966.851       0.344983       0.349039E-001  0.273343E-001  0.209880E-004  0.950751E-008  0.299564E-004  0.103690E-001  0.413670E-002  0.823201E-002  0.242813       0.266648E-004   1.38479        43.3952       0.522463E-007  0.307931E-006  0.246760E-003  0.288765E-002   2.00746       0.402147E-017  0.256360E-003  0.198316E-003  0.165560E-013  0.113438E-002   1.59709       0.162682E-002  0.207275E-002  0.203359E-001  0.411380E-002  0.225920E-003  0.396102E-007  0.197201E-004  0.118377E-009  0.113003E-005  0.126580E-012  0.740319E-001  0.340790E-002  0.742704E-016  0.254085E-009  0.847148E-004  0.881981E-004  0.222696E-002  0.215528E-002  0.108580       0.196638E-003  0.581415E-018  0.710826E-003   3.28057       0.818755E-003  0.442538E-003  0.865694E-019   1.26725       0.230260E-001  0.103551E-004  0.383268E-012  0.123540E-003  0.116079E-004  0.102788E-002  0.319688E-002  0.463437E-004  0.260511E-009  0.424166E-003  0.107542E-006  0.622984       0.914205E-002  0.103625E-001  0.565062E-002  0.216878E-020  0.249852E-001  0.226808E-010  0.294923E-003  0.213504E-007  0.744714E-010  0.626404E-009  0.181811E-008  0.189153E-015  0.620854E-016  0.271602E-017  0.620517E-034  0.795409E-010  0.115911E-018  0.880263E-011  0.179417E-016  0.822652E-012  0.168216E-020  0.151609       0.687035       0.144463E-005  0.170397E-008  0.340851E-004  0.994009E-019   1.27849        4.09857      -0.872657E-001   27.7778        3.50297        9.91820     
  463.000        46201.0        967.452       0.345402       0.350863E-001  0.275164E-001  0.210976E-004  0.948474E-008  0.303798E-004  0.104587E-001  0.413638E-002  0.829953E-002  0.243451       0.271431E-004   1.39502        43.3406       0.526174E-007  0.308682E-006  0.245350E-003  0.285098E-002   2.00418       0.393923E-017  0.254497E-003  0.196416E-003  0.165100E-013  0.113129E-002   1.60834       0.163787E-002  0.207250E-002  0.204800E-001  0.425638E-002  0.225259E-003  0.388218E-007  0.196643E-004  0.116904E-009  0.112307E-005  0.127644E-012  0.738791E-001  0.339603E-002  0.732483E-016  0.254233E-009  0.849274E-004  0.874152E-004  0.221139E-002  0.217050E-002  0.107755       0.188249E-003  0.593365E-018  0.702656E-003   3.30033       0.831371E-003  0.448000E-003  0.898954E-019   1.27564       0.232329E-001  0.104810E-004  0.381056E-012  0.121379E-003  0.115135E-004  0.103253E-002  0.324874E-002  0.462180E-004  0.260034E-009  0.426857E-003  0.108915E-006  0.621912       0.910531E-002  0.104207E-001  0.566072E-002  0.224498E-020  0.249137E-001  0.221455E-010  0.295048E-003  0.210905E-007  0.733351E-010  0.612677E-009  0.180425E-008  0.189831E-015  0.626447E-016  0.275499E-017  0.633941E-034  0.784508E-010  0.119157E-018  0.875641E-011  0.182505E-016  0.825416E-012  0.177297E-020  0.151817       0.688704       0.146435E-005  0.169633E-008  0.339389E-004  0.970344E-019   1.27749        4.09650      -0.875959E-001   27.7485        3.52157        9.95460     
  464.000        46301.0        968.049       0.345879       0.351755E-001  0.276987E-001  0.212173E-004  0.945378E-008  0.308218E-004  0.105534E-001  0.413505E-002  0.836299E-002  0.244026       0.276246E-004   1.39414        43.3135       0.529890E-007  0.309664E-006  0.244071E-003  0.281718E-002   2.00044       0.385528E-017  0.252630E-003  0.194502E-003  0.163913E-013  0.112910E-002   1.62102       0.164942E-002  0.206920E-002  0.206991E-001  0.440415E-002  0.224448E-003  0.380078E-007  0.195969E-004  0.115351E-009  0.111528E-005  0.128119E-012  0.737264E-001  0.338239E-002  0.722194E-016  0.254245E-009  0.851072E-004  0.865937E-004  0.219514E-002  0.218786E-002  0.106942       0.180028E-003  0.605757E-018  0.694603E-003   3.32152       0.843939E-003  0.453488E-003  0.932812E-019   1.28394       0.234597E-001  0.106057E-004  0.378644E-012  0.119141E-003  0.114154E-004  0.103777E-002  0.330462E-002  0.460434E-004  0.259523E-009  0.429916E-003  0.110309E-006  0.620977       0.906976E-002  0.104790E-001  0.567279E-002  0.232208E-020  0.248591E-001  0.215931E-010  0.295069E-003  0.208262E-007  0.721645E-010  0.597943E-009  0.178665E-008  0.190078E-015  0.630660E-016  0.278804E-017  0.645681E-034  0.771848E-010  0.122195E-018  0.868644E-011  0.185042E-016  0.825670E-012  0.186361E-020  0.152048       0.690806       0.148375E-005  0.168624E-008  0.337369E-004  0.946237E-019   1.27672        4.09401      -0.879265E-001   27.7457        3.54164        9.99406     
  465.000        46401.0        968.644       0.346165       0.353778E-001  0.278678E-001  0.213413E-004  0.944503E-008  0.311600E-004  0.106429E-001  0.413443E-002  0.842208E-002  0.244602       0.281415E-004   1.40434        43.2561       0.534123E-007  0.310856E-006  0.243195E-003  0.278670E-002   2.00135       0.376132E-017  0.250685E-003  0.192678E-003  0.163778E-013  0.112706E-002   1.63279       0.165749E-002  0.206581E-002  0.208485E-001  0.456212E-002  0.223995E-003  0.371075E-007  0.194989E-004  0.113610E-009  0.111061E-005  0.129563E-012  0.736337E-001  0.337562E-002  0.711727E-016  0.254565E-009  0.853313E-004  0.857091E-004  0.217638E-002  0.220546E-002  0.106337       0.172185E-003  0.618573E-018  0.685519E-003   3.34082       0.858360E-003  0.460362E-003  0.972098E-019   1.29148       0.236455E-001  0.107561E-004  0.376234E-012  0.116756E-003  0.113124E-004  0.104131E-002  0.334732E-002  0.457849E-004  0.258762E-009  0.431218E-003  0.111683E-006  0.620088       0.905324E-002  0.105387E-001  0.568278E-002  0.240783E-020  0.247814E-001  0.209753E-010  0.294685E-003  0.205376E-007  0.708174E-010  0.583744E-009  0.177561E-008  0.191227E-015  0.638602E-016  0.284115E-017  0.663985E-034  0.759664E-010  0.126169E-018  0.862055E-011  0.189013E-016  0.826301E-012  0.197196E-020  0.152249       0.692451       0.150668E-005  0.168153E-008  0.336875E-004  0.918841E-019   1.27566        4.09189      -0.883110E-001   27.7163        3.56008        10.0343     
  466.000        46501.0        969.237       0.346638       0.354682E-001  0.280505E-001  0.214626E-004  0.941563E-008  0.316078E-004  0.107384E-001  0.413303E-002  0.848557E-002  0.245178       0.286618E-004   1.40346        43.2289       0.537841E-007  0.311864E-006  0.241945E-003  0.275355E-002   1.99772       0.367905E-017  0.248807E-003  0.190780E-003  0.162611E-013  0.112483E-002   1.64555       0.166895E-002  0.206229E-002  0.210713E-001  0.472118E-002  0.223165E-003  0.363135E-007  0.194255E-004  0.112055E-009  0.110309E-005  0.130061E-012  0.734771E-001  0.336213E-002  0.701567E-016  0.254555E-009  0.855124E-004  0.848861E-004  0.215984E-002  0.222309E-002  0.105542       0.164604E-003  0.631325E-018  0.677489E-003   3.36208       0.871285E-003  0.466024E-003  0.100852E-018   1.29977       0.238726E-001  0.108844E-004  0.373772E-012  0.114571E-003  0.112139E-004  0.104647E-002  0.340409E-002  0.456008E-004  0.258249E-009  0.434187E-003  0.113106E-006  0.619154       0.901893E-002  0.105980E-001  0.569447E-002  0.248979E-020  0.247243E-001  0.204404E-010  0.294615E-003  0.202742E-007  0.696538E-010  0.569456E-009  0.175799E-008  0.191439E-015  0.642825E-016  0.287510E-017  0.676179E-034  0.747028E-010  0.129371E-018  0.854679E-011  0.191610E-016  0.826029E-012  0.207232E-020  0.152474       0.694537       0.152651E-005  0.167138E-008  0.334876E-004  0.895385E-019   1.27487        4.08938      -0.886464E-001   27.7137        3.58023        10.0740     
  467.000        46601.0        969.827       0.346894       0.356476E-001  0.282206E-001  0.215709E-004  0.939626E-008  0.320062E-004  0.108256E-001  0.413121E-002  0.854838E-002  0.245717       0.292089E-004   1.41378        43.1730       0.541727E-007  0.312782E-006  0.240739E-003  0.271977E-002   1.99579       0.359652E-017  0.246909E-003  0.188931E-003  0.162266E-013  0.112195E-002   1.65704       0.167903E-002  0.206081E-002  0.212199E-001  0.488755E-002  0.222528E-003  0.355286E-007  0.193487E-004  0.110507E-009  0.109720E-005  0.131290E-012  0.733351E-001  0.335192E-002  0.691537E-016  0.254719E-009  0.857312E-004  0.840735E-004  0.214294E-002  0.223931E-002  0.104809       0.157444E-003  0.644114E-018  0.669114E-003   3.38182       0.885022E-003  0.472174E-003  0.104795E-018   1.30795       0.240744E-001  0.110236E-004  0.371434E-012  0.112436E-003  0.111166E-004  0.105065E-002  0.345480E-002  0.454217E-004  0.257691E-009  0.436331E-003  0.114525E-006  0.618146       0.899020E-002  0.106587E-001  0.570405E-002  0.257718E-020  0.246471E-001  0.199120E-010  0.294459E-003  0.200086E-007  0.684740E-010  0.556284E-009  0.174481E-008  0.192193E-015  0.649131E-016  0.291984E-017  0.691874E-034  0.735741E-010  0.133129E-018  0.848825E-011  0.195078E-016  0.827318E-012  0.218570E-020  0.152667       0.696160       0.154787E-005  0.166442E-008  0.333717E-004  0.871819E-019   1.27381        4.08729      -0.889958E-001   27.6842        3.59892        10.1119     
