|6.6.6
gloss1di_1.tab                                                                                      
           1
n(H2O)  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
n(H2O)         node#          Grt(JH)        Mica(CF)       Do(HP)         Omph(GHP)      COH-Fluid+     law            coe            pyr            M(HP)          ky            
  68.4000        685.000        55.4153        55.4153        8.93616        55.4153        7.86698        26.4077        100.000        8.93616        7.25683        7.25683     
  68.5000        686.000        55.4218        55.4218        8.94808        55.4218        7.87866        26.4080        100.000        8.94808        7.26838        7.26838     
  68.6000        687.000        55.4284        55.4284        8.95981        55.4284        7.89009        26.4079        100.000        8.95981        7.27971        7.27971     
  68.7000        688.000        55.4349        55.4349        8.97129        55.4349        7.90127        26.4069        100.000        8.97129        7.29049        7.29049     
  68.8000        689.000        55.4415        55.4415        8.98326        55.4415        7.91300        26.4072        100.000        8.98326        7.30213        7.30213     
  68.9000        690.000        55.4480        55.4480        8.99503        55.4480        7.92446        26.4071        100.000        8.99503        7.31347        7.31347     
  69.0000        691.000        55.4545        55.4545        9.00654        55.4545        7.93567        26.4061        100.000        9.00654        7.32429        7.32429     
  69.1000        692.000        55.4611        55.4611        9.01854        55.4611        7.94743        26.4064        100.000        9.01854        7.33594        7.33594     
  69.2000        693.000        55.4677        55.4677        9.03033        55.4677        7.95891        26.4063        100.000        9.03033        7.34731        7.34731     
  69.3000        694.000        55.4742        55.4742        9.04186        55.4742        7.97015        26.4053        100.000        9.04186        7.35816        7.35816     
  69.4000        695.000        55.4808        55.4808        9.05388        55.4808        7.98193        26.4056        100.000        9.05388        7.36983        7.36983     
  69.5000        696.000        55.4874        55.4874        9.06569        55.4874        7.99344        26.4056        100.000        9.06569        7.38122        7.38122     
  69.6000        697.000        55.4938        55.4938        9.07949        55.4938        8.00692        26.4038        100.000        9.07949        7.39359        7.39359     
  69.7000        698.000        55.5001        55.5001        9.08846        55.5001        8.01558        26.4036        100.000        9.08846        7.40360        7.40360     
  69.8000        699.000        55.5070        55.5070        9.10267        55.5070        8.02956        26.4034        100.000        9.10267        7.41598        7.41598     
  69.9000        700.000        55.5133        55.5133        9.11398        55.5133        8.04056        26.4026        100.000        9.11398        7.42745        7.42745     
  70.0000        701.000        55.5199        55.5199        9.12594        55.5199        8.05220        26.4023        100.000        9.12594        7.43889        7.43889     
  70.1000        702.000        55.5265        55.5265        9.13702        55.5265        8.06296        26.4023        100.000        9.13702        7.44974        7.44974     
  70.2000        703.000        55.5332        55.5332        9.15072        55.5332        8.07643        26.4018        100.000        9.15072        7.46207        7.46207     
  70.3000        704.000        55.5396        55.5396        9.16009        55.5396        8.08549        26.4017        100.000        9.16009        7.47222        7.47222     
  70.4000        705.000        55.5465        55.5465        9.17414        55.5465        8.09931        26.4015        100.000        9.17414        7.48454        7.48454     
  70.5000        706.000        55.5530        55.5530        9.18352        55.5530        8.10839        26.4013        100.000        9.18352        7.49471        7.49471     
  70.6000        707.000        55.5599        55.5599        9.19760        55.5599        8.12223        26.4011        100.000        9.19760        7.50705        7.50705     
  70.7000        708.000        55.5662        55.5662        9.20902        55.5662        8.13333        26.4003        100.000        9.20902        7.51859        7.51859     
  70.8000        709.000        55.5728        55.5728        9.22015        55.5728        8.14415        26.4003        100.000        9.22015        7.52949        7.52949     
  70.9000        710.000        55.5796        55.5796        9.23392        55.5796        8.15769        26.3998        100.000        9.23392        7.54188        7.54188     
  71.0000        711.000        55.5860        55.5860        9.24334        55.5860        8.16679        26.3997        100.000        9.24334        7.55208        7.55208     
  71.1000        712.000        55.5930        55.5930        9.25746        55.5930        8.18068        26.3994        100.000        9.25746        7.56447        7.56447     
  71.2000        713.000        55.5994        55.5994        9.26689        55.5994        8.18980        26.3993        100.000        9.26689        7.57468        7.57468     
  71.3000        714.000        55.6063        55.6063        9.28102        55.6063        8.20371        26.3991        100.000        9.28102        7.58708        7.58708     
  71.4000        715.000        55.6127        55.6127        9.29250        55.6127        8.21486        26.3983        100.000        9.29250        7.59867        7.59867     
  71.5000        716.000        55.6193        55.6193        9.30458        55.6193        8.22662        26.3981        100.000        9.30458        7.61022        7.61022     
  71.6000        717.000        55.6261        55.6261        9.31440        55.6261        8.23614        26.3985        100.000        9.31440        7.62027        7.62027     
  71.7000        718.000        55.6331        55.6331        9.32887        55.6331        8.25037        26.3982        100.000        9.32887        7.63284        7.63284     
  71.8000        719.000        55.6394        55.6394        9.34179        55.6394        8.26305        26.3969        100.000        9.34179        7.64538        7.64538     
  71.9000        720.000        55.6449        55.6449        9.36316        55.6449        8.28412        26.3869        100.000        9.36316        7.66195        7.66195     
  72.0000        721.000        55.6504        55.6504        9.36036        55.6504        8.28102        26.3924        100.000        9.36036        7.66851        7.66851     
  72.1000        722.000        55.6575        55.6575        9.39676        55.6575        8.31718        26.3783        100.000        9.39676        7.68992        7.68992     
  72.2000        723.000        55.6618        55.6618        9.37979        55.6618        8.29985        26.3886        100.000        9.37979        7.69158        7.69158     
  72.3000        724.000        55.6701        55.6701        9.43043        55.6701        8.35030        26.3697        100.000        9.43043        7.71794        7.71794     
  72.4000        725.000        55.6732        55.6732        9.39921        55.6732        8.31867        26.3848        100.000        9.39921        7.71467        7.71467     
  72.5000        726.000        55.6862        55.6862        9.42586        55.6862        8.34524        26.3946        100.000        9.42586        7.72610        7.72610     
  72.6000        727.000        55.6889        55.6889        9.47989        55.6889        8.39898        26.3577        100.000        9.47989        7.76000        7.76000     
  72.7000        728.000        55.6905        55.6905        9.43055        55.6905        8.34916        26.3789        100.000        9.43055        7.75048        7.75048     
  72.8000        729.000        55.7030        55.7030        9.49721        55.7030        8.41575        26.3627        100.000        9.49721        7.77938        7.77938     
  72.9000        730.000        55.7054        55.7054        9.45712        55.7054        8.37521        26.3807        100.000        9.45712        7.77308        7.77308     
  73.0000        731.000        55.7174        55.7174        9.51084        55.7174        8.42882        26.3707        100.000        9.51084        7.79683        7.79683     
  73.1000        732.000        55.7210        55.7210        9.48534        55.7210        8.40293        26.3839        100.000        9.48534        7.79559        7.79559     
  73.2000        733.000        55.7318        55.7318        9.52597        55.7318        8.44338        26.3786        100.000        9.52597        7.81538        7.81538     
  73.3000        734.000        55.7354        55.7354        9.52582        55.7354        8.44282        26.3766        100.000        9.52582        7.82500        7.82500     
  73.4000        735.000        55.7437        55.7437        9.53342        55.7437        8.45014        26.3825        100.000        9.53342        7.83261        7.83261     
  73.5000        736.000        55.7523        55.7523        9.54252        55.7523        8.45902        26.3900        100.000        9.54252        7.84121        7.84121     
  73.6000        737.000        55.7603        55.7603        9.55833        55.7603        8.47459        26.3915        100.000        9.55833        7.85335        7.85335     
  73.7000        738.000        55.7665        55.7665        9.57370        55.7665        8.48965        26.3869        100.000        9.57370        7.86670        7.86670     
  73.8000        739.000        55.7721        55.7721        9.58836        55.7721        8.50405        26.3825        100.000        9.58836        7.88092        7.88092     
  73.9000        740.000        55.7775        55.7775        9.60408        55.7775        8.51945        26.3754        100.000        9.60408        7.89527        7.89527     
  74.0000        741.000        55.7828        55.7828        9.61807        55.7828        8.53316        26.3705        100.000        9.61807        7.90958        7.90958     
  74.1000        742.000        55.7882        55.7882        9.63381        55.7882        8.54857        26.3634        100.000        9.63381        7.92395        7.92395     
  74.2000        743.000        55.7936        55.7936        9.64781        55.7936        8.56230        26.3585        100.000        9.64781        7.93827        7.93827     
  74.3000        744.000        55.7992        55.7992        9.66259        55.7992        8.57679        26.3539        100.000        9.66259        7.95252        7.95252     
  74.4000        745.000        55.8046        55.8046        9.67835        55.8046        8.59222        26.3468        100.000        9.67835        7.96693        7.96693     
  74.5000        746.000        55.8099        55.8099        9.69238        55.8099        8.60598        26.3418        100.000        9.69238        7.98128        7.98128     
  74.6000        747.000        55.8155        55.8155        9.70718        55.8155        8.62045        26.3356        100.000        9.70718        7.99518        7.99518     
  74.7000        748.000        55.8213        55.8213        9.71768        55.8213        8.63068        26.3342        100.000        9.71768        8.00740        8.00740     
  74.8000        749.000        55.8281        55.8281        9.72962        55.8281        8.64231        26.3331        100.000        9.72962        8.01874        8.01874     
  74.9000        750.000        55.8349        55.8349        9.74207        55.8349        8.65452        26.3334        100.000        9.74207        8.03081        8.03081     
  75.0000        751.000        55.8417        55.8417        9.75429        55.8417        8.66641        26.3331        100.000        9.75429        8.04259        8.04259     
  75.1000        752.000        55.8485        55.8485        9.76632        55.8485        8.67813        26.3321        100.000        9.76632        8.05392        8.05392     
  75.2000        753.000        55.8554        55.8554        9.77881        55.8554        8.69038        26.3324        100.000        9.77881        8.06604        8.06604     
  75.3000        754.000        55.8623        55.8623        9.79128        55.8623        8.70257        26.3325        100.000        9.79128        8.07806        8.07806     
  75.4000        755.000        55.8691        55.8691        9.80330        55.8691        8.71429        26.3315        100.000        9.80330        8.08944        8.08944     
  75.5000        756.000        55.8760        55.8760        9.81581        55.8760        8.72654        26.3317        100.000        9.81581        8.10156        8.10156     
  75.6000        757.000        55.8827        55.8827        9.82781        55.8827        8.73824        26.3306        100.000        9.82781        8.11297        8.11297     
  75.7000        758.000        55.8896        55.8896        9.84034        55.8896        8.75051        26.3308        100.000        9.84034        8.12510        8.12510     
  75.8000        759.000        55.8964        55.8964        9.85233        55.8964        8.76219        26.3297        100.000        9.85233        8.13649        8.13649     
  75.9000        760.000        55.9033        55.9033        9.86489        55.9033        8.77451        26.3300        100.000        9.86489        8.14868        8.14868     
  76.0000        761.000        55.9102        55.9102        9.87720        55.9102        8.78648        26.3298        100.000        9.87720        8.16053        8.16053     
  76.1000        762.000        55.9171        55.9171        9.88959        55.9171        8.79855        26.3296        100.000        9.88959        8.17239        8.17239     
  76.2000        763.000        55.9239        55.9239        9.90173        55.9239        8.81037        26.3286        100.000        9.90173        8.18382        8.18382     
  76.3000        764.000        55.9308        55.9308        9.91431        55.9308        8.82271        26.3288        100.000        9.91431        8.19602        8.19602     
  76.4000        765.000        55.9378        55.9378        9.92696        55.9378        8.83511        26.3291        100.000        9.92696        8.20820        8.20820     
  76.5000        766.000        55.9446        55.9446        9.93904        55.9446        8.84688        26.3280        100.000        9.93904        8.21968        8.21968     
  76.6000        767.000        55.9513        55.9513        9.95402        55.9513        8.86160        26.3263        100.000        9.95402        8.23315        8.23315     
  76.7000        768.000        55.9578        55.9578        9.96359        55.9578        8.87085        26.3257        100.000        9.96359        8.24395        8.24395     
  76.8000        769.000        55.9650        55.9650        9.97819        55.9650        8.88521        26.3253        100.000        9.97819        8.25682        8.25682     
  76.9000        770.000        55.9717        55.9717        9.98822        55.9717        8.89492        26.3251        100.000        9.98822        8.26759        8.26759     
  77.0000        771.000        55.9788        55.9788        10.0028        55.9788        8.90930        26.3248        100.000        10.0028        8.28048        8.28048     
  77.1000        772.000        55.9855        55.9855        10.0129        55.9855        8.91902        26.3245        100.000        10.0129        8.29126        8.29126     
  77.2000        773.000        55.9927        55.9927        10.0275        55.9927        8.93342        26.3242        100.000        10.0275        8.30417        8.30417     
  77.3000        774.000        55.9994        55.9994        10.0374        55.9994        8.94293        26.3240        100.000        10.0374        8.31482        8.31482     
  77.4000        775.000        56.0066        56.0066        10.0523        56.0066        8.95765        26.3237        100.000        10.0523        8.32788        8.32788     
  77.5000        776.000        56.0132        56.0132        10.0642        56.0132        8.96923        26.3228        100.000        10.0642        8.33998        8.33998     
  77.6000        777.000        56.0201        56.0201        10.0768        56.0201        8.98149        26.3225        100.000        10.0768        8.35203        8.35203     
  77.7000        778.000        56.0272        56.0272        10.0873        56.0272        8.99160        26.3228        100.000        10.0873        8.36264        8.36264     
  77.8000        779.000        56.0344        56.0344        10.1023        56.0344        9.00640        26.3225        100.000        10.1023        8.37576        8.37576     
  77.9000        780.000        56.0410        56.0410        10.1142        56.0410        9.01800        26.3216        100.000        10.1142        8.38789        8.38789     
  78.0000        781.000        56.0480        56.0480        10.1269        56.0480        9.03030        26.3213        100.000        10.1269        8.39997        8.39997     
  78.1000        782.000        56.0550        56.0550        10.1373        56.0550        9.04042        26.3216        100.000        10.1373        8.41060        8.41060     
  78.2000        783.000        56.0623        56.0623        10.1524        56.0623        9.05528        26.3213        100.000        10.1524        8.42376        8.42376     
  78.3000        784.000        56.0689        56.0689        10.1644        56.0689        9.06691        26.3204        100.000        10.1644        8.43593        8.43593     
  78.4000        785.000        56.0759        56.0759        10.1770        56.0759        9.07924        26.3201        100.000        10.1770        8.44805        8.44805     
  78.5000        786.000        56.0829        56.0829        10.1875        56.0829        9.08942        26.3204        100.000        10.1875        8.45872        8.45872     
  78.6000        787.000        56.0902        56.0902        10.2027        56.0902        9.10428        26.3201        100.000        10.2027        8.47190        8.47190     
  78.7000        788.000        56.0969        56.0969        10.2147        56.0969        9.11595        26.3192        100.000        10.2147        8.48410        8.48410     
  78.8000        789.000        56.1040        56.1040        10.2252        56.1040        9.12622        26.3195        100.000        10.2252        8.49484        8.49484     
  78.9000        790.000        56.1112        56.1112        10.2403        56.1112        9.14103        26.3192        100.000        10.2403        8.50801        8.50801     
  79.0000        791.000        56.1179        56.1179        10.2524        56.1179        9.15274        26.3183        100.000        10.2524        8.52024        8.52024     
  79.1000        792.000        56.1249        56.1249        10.2651        56.1249        9.16513        26.3180        100.000        10.2651        8.53241        8.53241     
  79.2000        793.000        56.1320        56.1320        10.2757        56.1320        9.17540        26.3183        100.000        10.2757        8.54317        8.54317     
  79.3000        794.000        56.1393        56.1393        10.2908        56.1393        9.19028        26.3180        100.000        10.2908        8.55638        8.55638     
  79.4000        795.000        56.1460        56.1460        10.3029        56.1460        9.20202        26.3171        100.000        10.3029        8.56864        8.56864     
  79.5000        796.000        56.1530        56.1530        10.3156        56.1530        9.21444        26.3168        100.000        10.3156        8.58085        8.58085     
  79.6000        797.000        56.1601        56.1601        10.3262        56.1601        9.22472        26.3171        100.000        10.3262        8.59162        8.59162     
  79.7000        798.000        56.1674        56.1674        10.3414        56.1674        9.23967        26.3167        100.000        10.3414        8.60489        8.60489     
  79.8000        799.000        56.1741        56.1741        10.3535        56.1741        9.25143        26.3159        100.000        10.3535        8.61718        8.61718     
  79.9000        800.000        56.1812        56.1812        10.3663        56.1812        9.26389        26.3156        100.000        10.3663        8.62942        8.62942     
  80.0000        801.000        56.1883        56.1883        10.3769        56.1883        9.27418        26.3159        100.000        10.3769        8.64021        8.64021     
